,DATE,AWND,PRCP,SNOW,SNWD,TAVG,Weather Type,Freq
65,2018-03-07,10.07,1.41,3.2,0.0,2.2222222222222223,Y,1551
66,2018-03-08,6.04,0.0,0.0,3.1,2.2222222222222223,N,2189
67,2018-03-09,7.83,0.0,0.0,2.0,2.2222222222222223,N,2189
68,2018-03-10,8.5,0.0,0.0,0.0,1.9444444444444446,N,2098
69,2018-03-11,5.37,0.0,0.0,0.0,3.611111111111111,N,1711
70,2018-03-12,8.5,0.08,0.0,0.0,3.0555555555555554,Y,1880
71,2018-03-13,8.5,0.28,0.0,0.0,2.5,Y,2054
72,2018-03-14,10.96,0.01,0.0,0.0,2.2222222222222223,Y,2235
73,2018-03-15,10.07,0.0,0.0,0.0,4.444444444444445,N,2234
74,2018-03-16,9.84,0.0,0.0,0.0,1.6666666666666667,N,2222
75,2018-03-17,7.61,0.0,0.0,0.0,3.055555555555556,N,1925
76,2018-03-18,6.26,0.0,0.0,0.0,1.9444444444444442,N,1650
77,2018-03-19,5.82,0.0,0.0,0.0,4.444444444444445,N,1737
78,2018-03-20,8.95,0.0,0.0,0.0,1.3888888888888888,N,1991
79,2018-03-21,10.74,0.99,8.2,0.0,1.6666666666666665,Y,1189
80,2018-03-22,6.71,0.06,0.2,7.9,5.0,Y,1950
81,2018-03-23,5.59,0.0,0.0,1.2,5.555555555555555,N,2043
82,2018-03-24,6.04,0.0,0.0,0.0,6.111111111111111,N,1870
83,2018-03-25,8.28,0.0,0.0,0.0,3.888888888888889,N,1689
84,2018-03-26,5.82,0.0,0.0,0.0,5.555555555555555,N,1769
85,2018-03-27,3.36,0.01,0.0,0.0,4.722222222222222,Y,1832
86,2018-03-28,4.03,0.03,0.0,0.0,7.222222222222222,Y,2033
87,2018-03-29,2.91,0.03,0.0,0.0,10.555555555555555,Y,2040
88,2018-03-30,4.03,0.03,0.0,0.0,11.666666666666668,Y,1803
89,2018-03-31,6.49,0.0,0.0,0.0,9.166666666666666,N,1616
90,2018-04-01,6.71,0.0,0.0,0.0,10.833333333333332,N,1361
91,2018-04-02,5.82,0.59,5.5,5.1,3.333333333333333,Y,1597
92,2018-04-03,4.7,0.26,0.0,0.0,5.0,Y,1912
93,2018-04-04,8.5,0.04,0.0,0.0,8.88888888888889,Y,1952
94,2018-04-05,8.72,0.0,0.0,0.0,4.166666666666667,N,2098
95,2018-04-06,4.92,0.11,0.0,0.0,9.722222222222223,Y,2092
96,2018-04-07,7.38,0.0,0.0,0.0,6.111111111111111,N,1967
97,2018-04-08,8.5,0.0,0.0,0.0,3.888888888888889,N,1783
98,2018-04-09,5.37,0.0,0.0,0.0,4.722222222222222,N,1807
99,2018-04-10,4.92,0.01,0.0,0.0,6.944444444444445,Y,2114
100,2018-04-11,3.8,0.0,0.0,0.0,6.666666666666666,N,2098
101,2018-04-12,5.59,0.0,0.0,0.0,12.5,Y,2047
102,2018-04-13,5.59,0.0,0.0,0.0,21.666666666666668,N,2167
103,2018-04-14,7.38,0.0,0.0,0.0,15.833333333333334,Y,2223
104,2018-04-15,12.3,0.47,0.0,0.0,5.0,Y,1817
105,2018-04-16,11.41,2.82,0.0,0.0,9.722222222222221,Y,1779
106,2018-04-17,8.5,0.0,0.0,0.0,6.111111111111112,N,2071
107,2018-04-18,6.49,0.0,0.0,0.0,7.777777777777779,N,2227
108,2018-04-19,7.61,0.15,0.0,0.0,6.388888888888889,Y,2309
109,2018-04-20,8.5,0.0,0.0,0.0,6.388888888888889,N,2239
110,2018-04-21,5.82,0.0,0.0,0.0,10.555555555555555,N,2005
111,2018-04-22,4.25,0.0,0.0,0.0,13.055555555555555,N,1656
112,2018-04-23,4.47,0.0,0.0,0.0,13.88888888888889,N,1798
113,2018-04-24,4.25,0.05,0.0,0.0,13.333333333333334,Y,1989
114,2018-04-25,3.8,0.95,0.0,0.0,13.333333333333332,Y,2092
115,2018-04-26,4.92,0.1,0.0,0.0,16.944444444444443,Y,2065
116,2018-04-27,2.46,0.05,0.0,0.0,12.777777777777779,Y,2144
117,2018-04-28,3.36,0.1,0.0,0.0,15.0,Y,2002
118,2018-04-29,5.82,0.08,0.0,0.0,11.666666666666668,Y,1706
119,2018-04-30,5.14,0.0,0.0,0.0,8.61111111111111,N,1908
120,2018-05-01,4.25,0.0,0.0,0.0,17.77777777777778,N,1987
121,2018-05-02,5.37,0.0,0.0,0.0,25.27777777777778,N,2140
122,2018-05-03,5.37,0.02,0.0,0.0,27.22222222222222,Y,2292
123,2018-05-04,3.58,0.0,0.0,0.0,25.555555555555557,Y,2089
124,2018-05-05,4.92,0.0,0.0,0.0,20.27777777777778,N,2038
125,2018-05-06,3.8,0.0,0.0,0.0,16.11111111111111,N,1638
126,2018-05-07,2.01,0.0,0.0,0.0,18.61111111111111,N,1722
127,2018-05-08,1.79,0.0,0.0,0.0,17.5,N,1990
128,2018-05-09,2.24,0.0,0.0,0.0,18.61111111111111,Y,2037
129,2018-05-10,2.68,0.25,0.0,0.0,15.555555555555555,Y,2151
130,2018-05-11,3.58,0.0,0.0,0.0,19.166666666666668,N,2011
131,2018-05-12,3.58,0.22,0.0,0.0,13.88888888888889,Y,1959
132,2018-05-13,2.46,0.1,0.0,0.0,11.666666666666666,Y,1645
133,2018-05-14,1.34,0.03,0.0,0.0,16.38888888888889,Y,1870
134,2018-05-15,2.68,0.58,0.0,0.0,23.61111111111111,Y,1953
135,2018-05-16,2.46,0.34,0.0,0.0,15.555555555555557,Y,2099
136,2018-05-17,1.12,0.22,0.0,0.0,17.5,Y,2080
137,2018-05-18,5.82,0.0,0.0,0.0,16.38888888888889,Y,2101
138,2018-05-19,4.03,0.65,0.0,0.0,11.38888888888889,Y,1909
139,2018-05-20,3.8,0.0,0.0,0.0,20.27777777777778,Y,1631
140,2018-05-21,2.46,0.0,0.0,0.0,20.27777777777778,N,1663
141,2018-05-22,0.89,0.29,0.0,0.0,16.38888888888889,Y,1923
142,2018-05-23,2.46,0.29,0.0,0.0,21.11111111111111,Y,1926
143,2018-05-24,2.91,0.0,0.0,0.0,22.77777777777778,N,1930
144,2018-05-25,5.14,0.0,0.0,0.0,24.166666666666664,N,1699
145,2018-05-26,2.01,0.0,0.0,0.0,26.944444444444443,N,1285
146,2018-05-27,8.28,0.44,0.0,0.0,20.0,Y,1118
147,2018-05-28,1.79,0.0,0.0,0.0,16.944444444444446,N,1054
148,2018-05-29,1.12,0.0,0.0,0.0,24.444444444444443,Y,1742
149,2018-05-30,2.24,0.0,0.0,0.0,20.833333333333336,Y,1980
150,2018-05-31,2.01,0.1,0.0,0.0,18.61111111111111,Y,2061
151,2018-06-01,0.89,0.27,0.0,0.0,22.77777777777778,Y,1949
152,2018-06-02,3.8,0.08,0.0,0.0,24.72222222222222,Y,1918
153,2018-06-03,5.82,0.25,0.0,0.0,14.722222222222221,Y,1569
154,2018-06-04,3.8,0.16,0.0,0.0,16.11111111111111,Y,1801
155,2018-06-05,3.8,0.0,0.0,0.0,19.166666666666668,Y,1947
156,2018-06-06,2.68,0.0,0.0,0.0,18.055555555555557,N,2054
157,2018-06-07,2.46,0.0,0.0,0.0,18.61111111111111,N,2105
158,2018-06-08,2.91,0.0,0.0,0.0,21.666666666666668,N,2015
159,2018-06-09,1.79,0.0,0.0,0.0,23.888888888888886,N,1813
160,2018-06-10,1.12,0.01,0.0,0.0,18.61111111111111,N,1502
161,2018-06-11,3.13,0.0,0.0,0.0,18.61111111111111,N,1771
162,2018-06-12,3.36,0.0,0.0,0.0,18.88888888888889,N,1935
163,2018-06-13,3.58,0.04,0.0,0.0,21.38888888888889,Y,2088
164,2018-06-14,6.93,0.0,0.0,0.0,24.166666666666664,N,2002
165,2018-06-15,3.13,0.0,0.0,0.0,20.833333333333332,Y,1797
166,2018-06-16,2.24,0.0,0.0,0.0,23.61111111111111,N,1619
167,2018-06-17,1.79,0.0,0.0,0.0,25.833333333333336,N,1421
168,2018-06-18,5.59,0.08,0.0,0.0,27.77777777777778,Y,1734
169,2018-06-19,3.8,0.07,0.0,0.0,27.5,Y,1948
170,2018-06-20,1.57,0.09,0.0,0.0,24.444444444444443,Y,1996
171,2018-06-21,2.01,0.59,0.0,0.0,23.333333333333332,Y,1962
172,2018-06-22,4.7,0.1,0.0,0.0,20.27777777777778,Y,2036
173,2018-06-23,4.92,0.0,0.0,0.0,17.77777777777778,N,1645
174,2018-06-24,2.24,0.0,0.0,0.0,23.88888888888889,Y,1418
175,2018-06-25,4.92,0.0,0.0,0.0,23.333333333333332,N,1629
176,2018-06-26,3.8,0.0,0.0,0.0,20.833333333333336,N,1857
177,2018-06-27,3.58,0.01,0.0,0.0,20.833333333333336,Y,1954
178,2018-06-28,2.91,1.36,0.0,0.0,24.72222222222222,Y,1934
179,2018-06-29,2.68,0.0,0.0,0.0,26.38888888888889,N,1765
180,2018-06-30,2.24,0.0,0.0,0.0,28.055555555555554,N,1690
181,2018-07-01,2.91,0.0,0.0,0.0,30.833333333333336,N,1327
182,2018-07-02,2.01,0.0,0.0,0.0,30.555555555555557,Y,1517
183,2018-07-03,1.12,0.01,0.0,0.0,29.166666666666668,Y,1554
184,2018-07-04,1.12,0.0,0.0,0.0,27.5,Y,1003
185,2018-07-05,2.91,0.0,0.0,0.0,28.333333333333332,Y,1257
186,2018-07-06,4.03,0.23,0.0,0.0,23.611111111111114,Y,1212
187,2018-07-07,5.37,0.0,0.0,0.0,21.111111111111114,N,1165
188,2018-07-08,2.01,0.0,0.0,0.0,22.77777777777778,N,1159
189,2018-07-09,2.68,0.0,0.0,0.0,25.0,N,1500
190,2018-07-10,3.8,0.0,0.0,0.0,28.055555555555554,N,1711
191,2018-07-11,2.68,0.0,0.0,0.0,27.22222222222222,N,1922
192,2018-07-12,1.34,0.71,0.0,0.0,23.333333333333336,Y,1812
193,2018-07-13,2.01,0.0,0.0,0.0,24.444444444444443,N,1709
194,2018-07-14,3.58,0.36,0.0,0.0,26.11111111111111,Y,1588
195,2018-07-15,3.36,0.64,0.0,0.0,24.444444444444443,Y,1395
196,2018-07-16,2.24,0.0,0.0,0.0,28.055555555555557,N,1638
197,2018-07-17,2.68,2.24,0.0,0.0,26.11111111111111,Y,1790
198,2018-07-18,3.36,0.0,0.0,0.0,24.166666666666664,Y,1871
199,2018-07-19,2.24,0.0,0.0,0.0,23.61111111111111,N,1741
200,2018-07-20,2.01,0.0,0.0,0.0,24.166666666666668,N,1638
201,2018-07-21,5.82,0.63,0.0,0.0,22.22222222222222,Y,1572
202,2018-07-22,3.36,1.06,0.0,0.0,23.61111111111111,Y,1251
203,2018-07-23,4.47,0.17,0.0,0.0,24.72222222222222,Y,1557
204,2018-07-24,5.14,0.02,0.0,0.0,25.833333333333336,Y,1806
205,2018-07-25,3.8,0.73,0.0,0.0,23.61111111111111,Y,1845
206,2018-07-26,3.36,0.03,0.0,0.0,25.833333333333332,Y,1885
207,2018-07-27,2.46,0.25,0.0,0.0,25.0,Y,1770
208,2018-07-28,1.12,0.0,0.0,0.0,25.27777777777778,Y,1480
209,2018-07-29,2.01,0.0,0.0,0.0,24.444444444444443,N,1420
210,2018-07-30,1.34,0.37,0.0,0.0,22.77777777777778,Y,1548
211,2018-07-31,1.57,0.0,0.0,0.0,23.88888888888889,N,1693
212,2018-08-01,2.46,0.1,0.0,0.0,26.11111111111111,Y,1865
213,2018-08-02,2.68,0.51,0.0,0.0,27.22222222222222,Y,1780
214,2018-08-03,2.24,0.24,0.0,0.0,26.11111111111111,Y,1618
215,2018-08-04,2.68,0.74,0.0,0.0,25.555555555555557,Y,1412
216,2018-08-05,1.12,0.0,0.0,0.0,27.77777777777778,N,1251
217,2018-08-06,2.01,0.0,0.0,0.0,29.166666666666668,N,1459
218,2018-08-07,3.8,0.05,0.0,0.0,27.77777777777778,Y,1818
219,2018-08-08,1.57,0.0,0.0,0.0,28.333333333333332,N,1822
220,2018-08-09,2.91,0.61,0.0,0.0,26.38888888888889,Y,1877
221,2018-08-10,1.34,0.0,0.0,0.0,26.11111111111111,N,1677
222,2018-08-11,2.01,2.9,0.0,0.0,23.88888888888889,Y,1339
223,2018-08-12,2.91,0.0,0.0,0.0,25.555555555555557,Y,1221
224,2018-08-13,3.36,0.66,0.0,0.0,22.77777777777778,Y,1514
225,2018-08-14,2.91,0.79,0.0,0.0,24.72222222222222,Y,1551
226,2018-08-15,4.25,0.0,0.0,0.0,25.555555555555557,N,1821
227,2018-08-16,2.91,0.0,0.0,0.0,27.77777777777778,N,1726
228,2018-08-17,2.91,1.04,0.0,0.0,26.38888888888889,Y,1577
229,2018-08-18,3.8,0.07,0.0,0.0,25.555555555555557,Y,1385
230,2018-08-19,4.7,0.02,0.0,0.0,20.833333333333332,Y,1178
231,2018-08-20,2.68,0.0,0.0,0.0,21.388888888888886,Y,1360
232,2018-08-21,3.58,0.11,0.0,0.0,22.5,Y,1524
233,2018-08-22,4.03,0.72,0.0,0.0,24.72222222222222,Y,1695
234,2018-08-23,3.8,0.0,0.0,0.0,21.666666666666664,N,1610
235,2018-08-24,1.12,0.0,0.0,0.0,23.055555555555557,N,1493
236,2018-08-25,1.79,0.0,0.0,0.0,23.333333333333336,N,1272
237,2018-08-26,3.36,0.0,0.0,0.0,24.444444444444443,N,1246
238,2018-08-27,2.46,0.0,0.0,0.0,27.22222222222222,N,1400
239,2018-08-28,3.8,0.0,0.0,0.0,30.27777777777778,Y,1694
240,2018-08-29,4.92,0.0,0.0,0.0,30.27777777777778,N,1761
241,2018-08-30,4.47,0.0,0.0,0.0,28.88888888888889,N,1618
242,2018-08-31,3.8,0.03,0.0,0.0,23.055555555555557,Y,1426
243,2018-09-01,2.46,0.0,0.0,0.0,23.055555555555557,N,1160
244,2018-09-02,2.01,0.0,0.0,0.0,23.61111111111111,N,1018
245,2018-09-03,2.68,0.0,0.0,0.0,28.055555555555557,N,1117
246,2018-09-04,2.01,0.0,0.0,0.0,29.166666666666668,N,1689
247,2018-09-05,1.34,0.0,0.0,0.0,28.333333333333336,N,1926
248,2018-09-06,2.91,0.36,0.0,0.0,28.333333333333332,Y,1975
249,2018-09-07,6.26,0.0,0.0,0.0,22.22222222222222,Y,1996
250,2018-09-08,6.26,0.02,0.0,0.0,18.88888888888889,N,1732
251,2018-09-09,6.04,0.45,0.0,0.0,14.722222222222223,Y,1567
252,2018-09-10,6.93,0.93,0.0,0.0,15.0,Y,1573
253,2018-09-11,1.34,0.02,0.0,0.0,20.0,Y,1766
254,2018-09-12,0.22,0.15,0.0,0.0,23.333333333333336,Y,1898
255,2018-09-13,0.0,0.13,0.0,0.0,22.5,Y,1943
256,2018-09-14,0.0,0.0,0.0,0.0,21.944444444444443,Y,2030
257,2018-09-15,0.0,0.0,0.0,0.0,23.055555555555557,N,1856
258,2018-09-16,0.0,0.0,0.0,0.0,24.166666666666664,N,1439
259,2018-09-17,0.0,0.01,0.0,0.0,23.055555555555557,N,1745
260,2018-09-18,2.01,1.19,0.0,0.0,23.61111111111111,Y,1773
261,2018-09-19,3.58,0.0,0.0,0.0,23.61111111111111,N,1774
262,2018-09-20,2.46,0.0,0.0,0.0,20.27777777777778,N,1967
263,2018-09-21,2.01,0.0,0.0,0.0,20.833333333333332,N,1939
264,2018-09-22,5.14,0.0,0.0,0.0,20.0,N,1868
265,2018-09-23,3.13,0.0,0.0,0.0,17.22222222222222,N,1450
266,2018-09-24,7.16,0.0,0.0,0.0,17.22222222222222,N,1488
267,2018-09-25,3.36,1.95,0.0,0.0,18.88888888888889,Y,1599
268,2018-09-26,1.79,0.21,0.0,0.0,24.166666666666668,Y,1666
269,2018-09-27,4.25,0.0,0.0,0.0,19.166666666666664,Y,1820
270,2018-09-28,3.8,0.77,0.0,0.0,15.833333333333332,Y,1845
271,2018-09-29,2.46,0.0,0.0,0.0,18.333333333333332,N,1792
272,2018-09-30,2.46,0.0,0.0,0.0,16.666666666666664,N,1583
273,2018-10-01,2.01,0.0,0.0,0.0,20.833333333333332,N,1589
274,2018-10-02,2.01,0.69,0.0,0.0,21.666666666666664,Y,1791
275,2018-10-03,2.46,0.0,0.0,0.0,20.27777777777778,N,1892
276,2018-10-04,0.89,0.04,0.0,0.0,20.27777777777778,Y,2000
277,2018-10-05,3.58,0.0,0.0,0.0,18.61111111111111,N,1785
278,2018-10-06,1.12,0.0,0.0,0.0,18.61111111111111,Y,1748
279,2018-10-07,2.46,0.0,0.0,0.0,22.77777777777778,Y,1444
280,2018-10-08,4.03,0.0,0.0,0.0,20.555555555555557,Y,1419
281,2018-10-09,0.67,0.0,0.0,0.0,21.944444444444443,Y,1764
282,2018-10-10,2.68,0.0,0.0,0.0,24.166666666666668,Y,1830
283,2018-10-11,1.34,0.84,0.0,0.0,22.77777777777778,Y,1936
284,2018-10-12,5.82,0.43,0.0,0.0,15.277777777777779,Y,1905
285,2018-10-13,0.0,0.1,0.0,0.0,10.277777777777779,Y,1932
286,2018-10-14,0.0,0.0,0.0,0.0,11.38888888888889,N,1532
287,2018-10-15,0.0,0.05,0.0,0.0,15.555555555555555,Y,1590
288,2018-10-16,0.0,0.01,0.0,0.0,11.944444444444445,N,1957
289,2018-10-17,0.0,0.0,0.0,0.0,11.944444444444445,N,1993
290,2018-10-18,0.0,0.0,0.0,0.0,7.777777777777778,N,2053
291,2018-10-19,0.0,0.0,0.0,0.0,10.833333333333332,N,1945
292,2018-10-20,0.0,0.06,0.0,0.0,13.61111111111111,N,1816
293,2018-10-21,0.0,0.0,0.0,0.0,7.222222222222222,N,1609
294,2018-10-22,0.0,0.0,0.0,0.0,6.944444444444445,N,1668
295,2018-10-23,0.0,0.0,0.0,0.0,13.333333333333332,N,1857
296,2018-10-24,0.0,0.0,0.0,0.0,9.444444444444445,N,1909
297,2018-10-25,0.0,0.0,0.0,0.0,7.5,N,2027
298,2018-10-26,0.0,0.0,0.0,0.0,6.666666666666667,Y,2012
299,2018-10-27,0.0,1.27,0.0,0.0,8.61111111111111,Y,1918
300,2018-10-28,0.0,0.07,0.0,0.0,9.166666666666666,Y,1692
301,2018-10-29,0.0,0.03,0.0,0.0,10.833333333333334,Y,1691
302,2018-10-30,0.0,0.0,0.0,0.0,9.166666666666668,N,1842
303,2018-10-31,0.0,0.0,0.0,0.0,12.222222222222223,N,1708
304,2018-11-01,0.0,0.0,0.0,0.0,17.5,N,2054
305,2018-11-02,0.0,0.22,0.0,0.0,20.0,Y,2009
306,2018-11-03,0.0,0.37,0.0,0.0,13.61111111111111,Y,1916
307,2018-11-04,0.0,0.0,0.0,0.0,9.444444444444445,N,1555
308,2018-11-05,0.0,0.3,0.0,0.0,10.277777777777779,Y,1719
309,2018-11-06,0.0,0.68,0.0,0.0,12.222222222222221,Y,1866
310,2018-11-07,0.0,0.0,0.0,0.0,13.61111111111111,N,2029
311,2018-11-08,0.0,0.0,0.0,0.0,10.277777777777779,N,1950
312,2018-11-09,0.0,0.77,0.0,0.0,7.777777777777778,Y,1974
313,2018-11-10,0.0,0.03,0.0,0.0,5.555555555555555,Y,2010
314,2018-11-11,0.0,0.0,0.0,0.0,4.166666666666667,N,1621
315,2018-11-12,0.0,0.04,0.0,0.0,6.111111111111111,Y,1684
316,2018-11-13,0.0,1.06,0.0,0.0,8.055555555555555,Y,1910
317,2018-11-14,0.0,0.0,0.0,0.0,3.0555555555555554,N,2001
318,2018-11-15,0.0,1.16,6.4,0.0,1.1111111111111112,Y,1481
319,2018-11-16,0.0,0.31,0.0,3.9,4.166666666666667,Y,1895
320,2018-11-17,0.0,0.0,0.0,2.0,5.555555555555555,N,1875
321,2018-11-18,0.0,0.0,0.0,0.0,5.277777777777778,N,1613
322,2018-11-19,0.0,0.0,0.0,0.0,7.5,Y,1654
323,2018-11-20,0.0,0.0,0.0,0.0,6.111111111111112,Y,1786
324,2018-11-21,0.0,0.0,0.0,0.0,1.9444444444444446,Y,1567
325,2018-11-22,0.0,0.0,0.0,0.0,-5.277777777777779,N,956
326,2018-11-23,0.0,0.0,0.0,0.0,-4.722222222222222,N,1072
327,2018-11-24,0.0,0.97,0.0,0.0,4.444444444444445,Y,1291
328,2018-11-25,0.0,0.81,0.0,0.0,10.0,Y,1121
329,2018-11-26,0.0,0.85,0.0,0.0,9.444444444444445,Y,1591
330,2018-11-27,0.0,0.03,0.0,0.0,5.0,Y,1811
331,2018-11-28,0.0,0.0,0.0,0.0,3.888888888888889,N,1823
332,2018-11-29,0.0,0.0,0.0,0.0,5.555555555555555,N,1916
333,2018-11-30,0.0,0.02,0.0,0.0,4.722222222222222,N,1942
334,2018-12-01,0.0,0.05,0.0,0.0,5.0,Y,1940
335,2018-12-02,0.0,0.59,0.0,0.0,9.444444444444445,Y,1632
336,2018-12-03,0.0,0.0,0.0,0.0,10.277777777777779,Y,1713
337,2018-12-04,0.0,0.0,0.0,0.0,3.611111111111111,N,1900
338,2018-12-05,0.0,0.0,0.0,0.0,0.2777777777777777,N,1972
339,2018-12-06,0.0,0.0,0.0,0.0,1.6666666666666667,N,1997
340,2018-12-07,0.0,0.0,0.0,0.0,0.8333333333333333,N,2058
341,2018-12-08,0.0,0.0,0.0,0.0,-1.1111111111111112,N,1934
342,2018-12-09,0.0,0.0,0.0,0.0,0.0,N,1524
343,2018-12-10,0.0,0.0,0.0,0.0,1.1111111111111112,N,1809
344,2018-12-11,0.0,0.0,0.0,0.0,1.6666666666666665,N,1886
345,2018-12-12,0.0,0.0,0.0,0.0,2.7777777777777777,N,2056
346,2018-12-13,0.0,0.03,0.0,0.0,2.5,Y,2068
347,2018-12-14,0.0,0.1,0.0,0.0,7.5,Y,2069
348,2018-12-15,0.0,0.14,0.0,0.0,9.444444444444445,Y,1960
349,2018-12-16,0.0,1.43,0.0,0.0,4.722222222222222,Y,1791
350,2018-12-17,0.0,0.03,0.0,0.0,5.277777777777778,N,1727
351,2018-12-18,0.0,0.0,0.0,0.0,1.1111111111111112,N,2042
352,2018-12-19,0.0,0.0,0.0,0.0,1.111111111111111,N,1971
353,2018-12-20,0.0,0.22,0.0,0.0,5.555555555555555,Y,2025
354,2018-12-21,0.0,1.61,0.0,0.0,12.222222222222221,Y,1856
355,2018-12-22,0.0,0.02,0.0,0.0,8.333333333333332,Y,1461
356,2018-12-23,0.0,0.0,0.0,0.0,4.166666666666666,N,1098
357,2018-12-24,0.0,0.12,0.0,0.0,4.166666666666666,Y,982
358,2018-12-25,0.0,0.0,0.0,0.0,2.5,N,625
359,2018-12-26,0.0,0.0,0.0,0.0,3.0555555555555554,N,940
360,2018-12-27,0.0,0.0,0.0,0.0,4.722222222222222,N,1159
361,2018-12-28,0.0,1.15,0.0,0.0,10.833333333333332,Y,1204
362,2018-12-29,0.0,0.0,0.0,0.0,8.88888888888889,N,1119
363,2018-12-30,0.0,0.0,0.0,0.0,2.5,N,1030
